age,study_hours_per_day,social_media_hours,netflix_hours,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,internet_quality,mental_health_rating,result,sleep_study_interaction,social_mental_interaction,study_mental_interaction,sleep_study_ratio,study_social_ratio
21,4.2,2.4,4.3,80.1,5.5,1,0,2,9,2,23.1,21.599999999999998,37.800000000000004,0.5670103092783506,0.6363636363636365
24,4.9,2.6,0.2,100.0,6.0,2,1,1,3,3,29.400000000000002,7.800000000000001,14.700000000000001,0.5504587155963303,0.6533333333333334
20,0.0,3.5,3.2,72.6,6.2,1,3,2,2,0,0.0,7.0,0.0,1.0,0.0
24,2.0,0.0,3.1,73.7,6.3,2,6,1,3,1,12.6,0.0,6.0,0.7590361445783131,1.0
24,4.4,1.8,0.7,74.0,7.8,2,4,2,2,2,34.32,3.6,8.8,0.639344262295082,0.7096774193548387
24,6.6,2.8,2.9,84.3,8.0,2,1,2,8,3,52.8,22.4,52.8,0.547945205479452,0.7021276595744681
23,3.5,3.9,2.2,89.3,6.3,1,2,1,5,2,22.05,19.5,17.5,0.6428571428571428,0.47297297297297297
19,2.4,1.9,1.5,92.4,7.8,2,6,2,3,2,18.72,5.699999999999999,7.199999999999999,0.7647058823529412,0.5581395348837209
17,3.2,0.2,0.9,100.0,6.9,1,4,2,5,2,22.080000000000002,1.0,16.0,0.6831683168316831,0.9411764705882353
24,5.6,3.2,1.0,62.5,6.6,1,4,1,8,3,36.959999999999994,25.6,44.8,0.5409836065573771,0.6363636363636362
17,2.5,1.7,4.1,91.1,7.6,0,5,1,7,2,19.0,11.9,17.5,0.7524752475247525,0.5952380952380952
24,2.3,1.1,1.8,79.4,6.6,1,3,2,6,2,15.179999999999998,6.6000000000000005,13.799999999999999,0.7415730337078652,0.676470588235294
20,2.8,1.8,2.7,79.1,9.0,0,4,1,1,2,25.2,1.8,2.8,0.7627118644067796,0.6086956521739131
19,2.1,2.3,0.9,78.8,4.8,2,3,0,10,2,10.08,23.0,21.0,0.6956521739130435,0.47727272727272724
19,3.7,1.8,0.9,75.9,5.9,1,1,1,1,1,21.830000000000002,1.8,3.7,0.6145833333333333,0.6727272727272727
22,5.9,0.0,3.0,100.0,6.3,1,2,2,1,3,37.17,0.0,5.9,0.5163934426229508,1.0
23,4.0,3.6,0.3,93.4,7.0,2,6,2,10,3,28.0,36.0,40.0,0.6363636363636364,0.5263157894736842
22,3.1,4.0,1.3,85.2,8.0,1,6,2,8,2,24.8,32.0,24.8,0.7207207207207208,0.4366197183098592
22,3.1,3.3,1.8,98.5,6.5,1,2,1,8,2,20.150000000000002,26.4,24.8,0.6770833333333334,0.484375
22,1.2,1.1,1.9,69.9,4.8,0,4,0,7,1,5.76,7.700000000000001,8.4,0.7999999999999999,0.5217391304347826
22,4.8,2.3,1.6,71.7,7.5,2,4,2,6,3,36.0,13.799999999999999,28.799999999999997,0.6097560975609756,0.676056338028169
22,3.4,2.5,2.2,63.2,7.4,0,1,2,4,2,25.16,10.0,13.6,0.6851851851851851,0.5762711864406779
21,3.2,3.2,2.6,78.0,4.2,1,5,0,1,1,13.440000000000001,3.2,3.2,0.5675675675675675,0.5
19,8.3,3.3,2.6,86.6,6.5,1,5,1,9,3,53.95,29.7,74.7,0.43918918918918914,0.7155172413793103
22,3.9,1.6,0.7,86.0,4.6,2,5,0,1,2,17.939999999999998,1.6,3.9,0.5411764705882353,0.7090909090909091
24,2.4,2.6,1.5,86.5,5.7,2,3,2,4,1,13.68,10.4,9.6,0.7037037037037037,0.48
19,2.9,3.0,3.1,70.9,5.4,2,5,2,3,1,15.66,9.0,8.7,0.6506024096385542,0.4915254237288135
19,5.2,4.2,2.8,93.0,7.5,0,2,2,7,2,39.0,29.400000000000002,36.4,0.5905511811023623,0.5531914893617021
18,3.7,3.3,0.3,87.4,6.6,1,6,2,5,2,24.419999999999998,16.5,18.5,0.6407766990291262,0.5285714285714286
21,1.3,3.4,2.2,92.3,5.0,1,6,0,5,1,6.5,17.0,6.5,0.7936507936507937,0.2765957446808511
22,4.9,2.6,0.0,66.1,7.6,0,3,2,4,3,37.24,10.4,19.6,0.608,0.6533333333333334
17,2.5,4.2,1.9,88.1,4.8,1,1,2,1,1,12.0,4.2,2.5,0.6575342465753424,0.3731343283582089
20,6.3,3.0,3.9,73.1,6.9,1,2,1,5,3,43.47,15.0,31.5,0.5227272727272728,0.6774193548387096
23,5.1,1.5,0.8,81.0,5.5,1,6,2,4,3,28.049999999999997,6.0,20.4,0.5188679245283019,0.7727272727272727
24,2.8,4.2,0.9,90.3,6.1,2,2,1,10,1,17.08,42.0,28.0,0.6853932584269664,0.39999999999999997
17,5.4,3.3,2.6,85.9,7.1,1,6,2,8,3,38.34,26.4,43.2,0.568,0.6206896551724139
21,3.6,2.0,0.1,76.5,7.1,2,0,2,2,2,25.56,4.0,7.2,0.6635514018691588,0.6428571428571429
20,4.8,1.9,1.1,85.1,8.1,1,1,2,8,3,38.879999999999995,15.2,38.4,0.627906976744186,0.7164179104477613
21,4.2,2.9,2.5,69.7,6.4,1,1,2,1,2,26.880000000000003,2.9,4.2,0.6037735849056604,0.591549295774648
24,2.2,3.1,1.1,96.5,6.9,1,0,0,4,0,15.180000000000001,12.4,8.8,0.7582417582417582,0.4150943396226415
19,2.5,2.7,1.5,82.9,6.0,0,3,1,3,1,15.0,8.100000000000001,7.5,0.7058823529411765,0.4807692307692307
20,5.0,2.9,2.6,96.2,6.7,0,6,1,5,3,33.5,14.5,25.0,0.5726495726495727,0.6329113924050632
19,3.0,4.5,2.3,79.7,7.0,1,6,2,5,1,21.0,22.5,15.0,0.7,0.4
24,2.9,3.8,2.1,79.8,6.4,2,6,2,5,1,18.56,19.0,14.5,0.6881720430107526,0.4328358208955224
17,2.1,2.7,1.4,77.4,4.3,2,5,2,4,0,9.03,10.8,8.4,0.6718749999999999,0.43749999999999994
24,4.1,3.6,2.2,93.8,6.9,0,5,0,8,3,28.29,28.8,32.8,0.6272727272727273,0.5324675324675324
17,6.6,1.3,1.7,77.9,6.9,2,5,2,3,3,45.54,3.9000000000000004,19.799999999999997,0.5111111111111112,0.8354430379746836
20,1.9,3.0,2.3,91.4,5.7,2,5,2,4,1,10.83,12.0,7.6,0.7500000000000001,0.38775510204081626
20,3.5,4.7,1.3,81.2,5.0,2,5,2,1,1,17.5,4.7,3.5,0.5882352941176471,0.426829268292683
22,5.6,2.2,1.6,65.2,8.3,2,0,0,7,3,46.480000000000004,15.400000000000002,39.199999999999996,0.5971223021582734,0.717948717948718
21,3.4,1.5,0.7,79.3,7.1,1,1,0,1,2,24.139999999999997,1.5,3.4,0.6761904761904761,0.693877551020408
22,4.2,1.7,1.8,73.2,6.2,1,3,0,2,2,26.040000000000003,3.4,8.4,0.5961538461538461,0.711864406779661
21,1.9,1.2,0.9,85.3,5.1,1,2,2,7,1,9.69,8.4,13.299999999999999,0.7285714285714285,0.6129032258064516
22,4.1,1.6,0.6,73.1,5.5,1,5,2,1,2,22.549999999999997,1.6,4.1,0.5729166666666667,0.7192982456140351
19,3.2,2.1,2.1,94.3,8.1,1,0,2,3,2,25.92,6.300000000000001,9.600000000000001,0.7168141592920353,0.6037735849056604
20,5.0,0.8,2.0,84.1,6.7,1,6,1,6,3,33.5,4.800000000000001,30.0,0.5726495726495727,0.8620689655172414
17,5.3,2.5,2.7,83.2,5.8,2,3,1,6,3,30.74,15.0,31.799999999999997,0.5225225225225225,0.6794871794871795
21,7.4,3.6,1.3,91.6,7.1,2,3,2,6,3,52.54,21.6,44.400000000000006,0.4896551724137931,0.6727272727272727
24,4.4,1.4,2.2,94.6,5.5,2,3,2,2,2,24.200000000000003,2.8,8.8,0.5555555555555556,0.7586206896551724
21,4.0,4.3,2.4,84.8,8.3,2,0,2,2,1,33.2,8.6,8.0,0.6747967479674797,0.48192771084337344
17,3.8,3.1,2.3,77.3,8.1,2,2,2,6,2,30.779999999999998,18.6,22.799999999999997,0.680672268907563,0.5507246376811593
22,3.0,3.7,0.9,67.3,5.9,0,5,1,10,2,17.700000000000003,37.0,30.0,0.6629213483146068,0.44776119402985076
21,4.0,1.7,2.0,78.1,5.7,1,3,2,5,2,22.8,8.5,20.0,0.5876288659793815,0.7017543859649122
23,3.1,3.5,2.2,78.8,3.4,1,0,2,7,1,10.54,24.5,21.7,0.5230769230769231,0.4696969696969697
19,3.8,1.2,1.8,86.1,4.7,2,6,1,7,2,17.86,8.4,26.599999999999998,0.5529411764705883,0.76
20,5.5,3.6,0.0,81.5,4.9,1,1,1,5,3,26.950000000000003,18.0,27.5,0.47115384615384615,0.6043956043956045
17,2.0,2.7,2.0,91.9,6.7,2,6,1,8,2,13.4,21.6,16.0,0.7701149425287357,0.425531914893617
20,5.2,3.2,4.2,78.9,6.1,0,0,0,10,3,31.72,32.0,52.0,0.5398230088495575,0.6190476190476191
23,5.5,1.1,1.4,84.4,4.9,1,0,2,6,3,26.950000000000003,6.6000000000000005,33.0,0.47115384615384615,0.8333333333333334
21,3.3,1.4,1.0,96.8,6.2,2,0,0,5,2,20.46,7.0,16.5,0.6526315789473685,0.7021276595744681
21,0.3,3.2,2.2,88.4,7.1,0,3,1,4,0,2.13,12.8,1.2,0.9594594594594594,0.08571428571428572
24,2.6,1.4,2.1,84.4,7.1,1,0,1,7,2,18.46,9.799999999999999,18.2,0.731958762886598,0.65
23,5.4,3.1,3.1,79.0,4.2,1,1,2,4,2,22.680000000000003,12.4,21.6,0.43749999999999994,0.6352941176470589
17,3.5,0.9,0.4,78.7,6.3,1,3,1,5,2,22.05,4.5,17.5,0.6428571428571428,0.7954545454545454
24,2.0,3.5,2.6,76.5,4.8,2,6,2,5,1,9.6,17.5,10.0,0.7058823529411765,0.36363636363636365
19,2.7,1.0,2.4,79.6,7.6,1,1,0,1,1,20.52,1.0,2.7,0.7378640776699028,0.7297297297297297
24,4.8,3.2,1.6,92.6,7.4,1,4,0,1,2,35.52,3.2,4.8,0.6065573770491804,0.6
18,4.3,3.3,2.2,82.8,5.4,0,6,1,3,2,23.22,9.899999999999999,12.899999999999999,0.5567010309278352,0.5657894736842105
17,3.1,1.7,2.9,71.5,5.6,2,0,1,3,1,17.36,5.1,9.3,0.6436781609195402,0.6458333333333334
18,2.9,3.2,2.8,100.0,5.9,1,5,1,2,2,17.11,6.4,5.8,0.6704545454545454,0.4754098360655738
23,2.9,2.8,0.5,88.2,3.8,2,5,0,2,2,11.02,5.6,5.8,0.5671641791044777,0.5087719298245614
22,2.1,1.9,2.7,70.9,6.9,2,3,2,6,2,14.490000000000002,11.399999999999999,12.600000000000001,0.7666666666666667,0.525
18,5.9,1.3,1.7,80.6,6.2,1,5,2,1,3,36.580000000000005,1.3,5.9,0.512396694214876,0.8194444444444444
19,3.0,0.1,1.9,86.1,7.7,2,6,0,6,3,23.1,0.6000000000000001,18.0,0.7196261682242991,0.9677419354838709
24,5.3,2.9,1.9,100.0,5.2,2,3,0,5,3,27.56,14.5,26.5,0.49523809523809526,0.6463414634146342
22,5.8,0.6,1.6,73.9,5.8,1,6,2,6,3,33.64,3.5999999999999996,34.8,0.5,0.90625
24,5.0,2.6,3.1,94.8,4.7,0,0,2,5,2,23.5,13.0,25.0,0.48453608247422686,0.6578947368421053
18,2.9,2.2,1.7,99.0,5.3,2,2,1,7,2,15.37,15.400000000000002,20.3,0.6463414634146342,0.5686274509803921
24,4.1,3.3,0.6,78.7,5.1,2,2,2,1,2,20.909999999999997,3.3,4.1,0.5543478260869565,0.5540540540540541
23,3.5,2.1,1.4,82.2,7.7,1,1,2,3,2,26.95,6.300000000000001,10.5,0.6875000000000001,0.625
22,2.1,2.1,2.0,74.6,5.7,1,0,2,6,1,11.97,12.600000000000001,12.600000000000001,0.7307692307692307,0.5
23,4.0,3.4,3.2,83.0,6.6,2,5,1,1,2,26.4,3.4,4.0,0.6226415094339622,0.5405405405405405
18,1.7,2.9,2.5,84.6,6.0,2,0,1,7,0,10.2,20.3,11.9,0.7792207792207793,0.3695652173913044
23,5.3,2.9,0.9,91.6,5.0,2,4,0,4,3,26.5,11.6,21.2,0.48543689320388345,0.6463414634146342
19,2.8,3.1,4.5,95.9,6.3,1,2,2,3,1,17.639999999999997,9.3,8.399999999999999,0.6923076923076923,0.47457627118644063
18,3.8,0.7,2.1,77.5,7.2,2,5,2,10,3,27.36,7.0,38.0,0.6545454545454545,0.8444444444444444
18,3.9,3.4,3.2,65.3,5.1,1,6,1,9,2,19.889999999999997,30.599999999999998,35.1,0.5666666666666667,0.5342465753424658
18,3.1,3.2,1.6,84.8,7.5,1,6,2,1,2,23.25,3.2,3.1,0.7075471698113208,0.49206349206349204
17,4.4,1.3,2.4,87.9,5.5,2,2,2,8,3,24.200000000000003,10.4,35.2,0.5555555555555556,0.7719298245614036
24,2.8,2.2,2.7,87.5,5.9,2,0,2,1,1,16.52,2.2,2.8,0.67816091954023,0.5599999999999999
17,4.8,2.5,3.1,81.7,7.1,1,5,2,5,3,34.08,12.5,24.0,0.5966386554621849,0.6575342465753424
17,1.5,2.3,3.0,86.2,5.7,1,1,2,10,1,8.55,23.0,15.0,0.7916666666666666,0.39473684210526316
19,3.7,2.9,2.8,100.0,6.5,2,6,1,8,3,24.05,23.2,29.6,0.6372549019607844,0.5606060606060607
22,6.4,4.2,1.5,88.8,6.1,1,0,2,6,3,39.04,25.200000000000003,38.400000000000006,0.488,0.6037735849056604
24,2.0,3.8,1.2,81.3,6.7,2,1,2,7,1,13.4,26.599999999999998,14.0,0.7701149425287357,0.3448275862068966
23,2.5,0.9,2.2,80.0,3.6,2,5,1,8,1,9.0,7.2,20.0,0.5901639344262296,0.7352941176470589
21,4.3,3.2,2.8,83.3,4.3,0,2,0,6,2,18.49,19.200000000000003,25.799999999999997,0.5,0.5733333333333334
18,3.8,4.1,1.6,100.0,7.2,2,4,2,6,3,27.36,24.599999999999998,22.799999999999997,0.6545454545454545,0.4810126582278481
23,4.0,3.0,3.0,83.2,7.7,2,3,1,6,2,30.8,18.0,24.0,0.6581196581196582,0.5714285714285714
18,4.2,3.8,3.4,84.8,5.4,2,2,2,5,2,22.680000000000003,19.0,21.0,0.5625,0.525
19,4.5,4.9,0.8,80.2,6.2,2,1,0,8,2,27.900000000000002,39.2,36.0,0.5794392523364487,0.4787234042553191
18,5.2,3.7,0.9,96.0,6.9,2,0,0,2,2,35.88,7.4,10.4,0.5702479338842975,0.5842696629213483
17,4.1,2.8,1.6,100.0,7.3,0,6,1,7,3,29.929999999999996,19.599999999999998,28.699999999999996,0.6403508771929826,0.5942028985507246
24,3.1,3.8,2.1,89.5,4.1,1,5,1,4,1,12.709999999999999,15.2,12.4,0.5694444444444444,0.4492753623188406
21,4.5,2.7,1.2,85.8,5.4,2,2,2,1,2,24.3,2.7,4.5,0.5454545454545455,0.625
20,6.3,2.5,3.3,85.4,6.1,1,6,2,5,3,38.43,12.5,31.5,0.49193548387096775,0.7159090909090908
18,3.3,2.1,2.3,61.2,7.3,0,6,0,3,2,24.09,6.300000000000001,9.899999999999999,0.6886792452830188,0.611111111111111
23,2.0,4.4,1.8,92.5,9.5,2,4,1,4,1,19.0,17.6,8.0,0.8260869565217391,0.3125
17,5.2,1.5,0.2,86.3,6.2,2,5,1,7,3,32.24,10.5,36.4,0.543859649122807,0.7761194029850746
20,3.3,4.3,0.4,89.3,4.8,0,1,1,5,2,15.839999999999998,21.5,16.5,0.5925925925925926,0.4342105263157895
21,0.2,3.1,2.1,77.9,7.0,2,5,2,4,0,1.4000000000000001,12.4,0.8,0.9722222222222222,0.06060606060606061
20,4.8,0.8,0.0,81.2,8.1,2,5,1,1,3,38.879999999999995,0.8,4.8,0.627906976744186,0.8571428571428572
17,2.7,2.9,2.9,80.9,6.6,1,0,0,6,1,17.82,17.4,16.200000000000003,0.7096774193548386,0.4821428571428572
24,3.4,0.0,1.6,95.2,5.4,2,3,1,10,3,18.36,0.0,34.0,0.6136363636363636,1.0
24,4.0,3.3,5.4,81.2,7.6,1,6,0,6,2,30.4,19.799999999999997,24.0,0.6551724137931034,0.547945205479452
22,3.8,3.6,4.3,100.0,7.3,0,1,0,7,2,27.74,25.2,26.599999999999998,0.6576576576576577,0.5135135135135135
24,4.6,1.8,1.6,89.3,5.3,1,0,1,1,2,24.38,1.8,4.6,0.5353535353535354,0.71875
22,2.8,2.6,1.7,72.2,7.0,1,6,2,4,2,19.599999999999998,10.4,11.2,0.7142857142857142,0.5185185185185185
20,4.3,4.8,2.9,83.7,7.7,1,3,2,9,2,33.11,43.199999999999996,38.699999999999996,0.6416666666666667,0.4725274725274725
19,3.1,1.9,3.7,78.5,7.9,2,0,2,10,2,24.490000000000002,19.0,31.0,0.7181818181818183,0.62
23,4.6,1.2,0.0,63.1,6.4,2,3,1,6,3,29.439999999999998,7.199999999999999,27.599999999999998,0.5818181818181819,0.793103448275862
23,4.4,4.3,0.0,100.0,6.1,1,3,1,2,2,26.84,8.6,8.8,0.5809523809523809,0.5057471264367817
20,2.1,4.9,1.1,92.0,8.0,2,3,1,4,2,16.8,19.6,8.4,0.7920792079207921,0.3
18,5.1,2.5,2.4,90.3,5.0,0,0,2,6,2,25.5,15.0,30.599999999999998,0.49504950495049505,0.6710526315789473
18,2.7,3.7,2.3,86.7,7.0,0,5,2,4,2,18.900000000000002,14.8,10.8,0.7216494845360826,0.421875
24,4.7,4.1,3.0,71.2,4.9,2,3,0,10,3,23.03,41.0,47.0,0.5104166666666666,0.5340909090909091
23,4.1,1.6,0.5,80.2,7.8,0,5,0,7,3,31.979999999999997,11.200000000000001,28.699999999999996,0.6554621848739497,0.7192982456140351
23,6.3,1.9,0.0,93.4,6.2,1,6,2,3,3,39.06,5.699999999999999,18.9,0.496,0.7682926829268293
22,3.2,4.0,2.7,74.5,8.0,2,6,2,6,2,25.6,24.0,19.200000000000003,0.7142857142857143,0.4444444444444445
19,3.0,4.5,0.9,59.7,7.1,1,1,2,4,1,21.299999999999997,18.0,12.0,0.7029702970297029,0.4
17,3.5,3.2,0.0,82.7,5.0,2,4,2,3,2,17.5,9.600000000000001,10.5,0.5882352941176471,0.5223880597014925
18,3.0,1.4,2.0,83.6,8.2,1,5,2,3,2,24.599999999999998,4.199999999999999,9.0,0.7321428571428571,0.6818181818181818
23,4.7,4.9,2.7,86.4,8.4,0,6,1,2,3,39.480000000000004,9.8,9.4,0.6412213740458015,0.48958333333333326
22,1.1,1.9,1.7,92.3,7.6,1,4,2,3,1,8.36,5.699999999999999,3.3000000000000003,0.8735632183908046,0.3666666666666667
21,1.9,2.1,1.3,91.4,5.6,1,3,2,10,2,10.639999999999999,21.0,19.0,0.7466666666666666,0.475
22,1.9,2.9,1.6,87.6,6.1,1,4,2,1,1,11.589999999999998,2.9,1.9,0.7625,0.3958333333333333
18,4.9,4.4,1.4,97.0,6.7,1,4,1,3,2,32.830000000000005,13.200000000000001,14.700000000000001,0.5775862068965517,0.5268817204301075
18,6.1,3.5,0.3,69.8,5.7,2,3,1,9,3,34.769999999999996,31.5,54.9,0.4830508474576271,0.6354166666666666
22,3.3,3.0,1.0,90.0,8.5,2,5,1,4,2,28.049999999999997,12.0,13.2,0.7203389830508474,0.5238095238095238
17,3.2,3.1,2.4,91.3,6.7,1,3,1,3,2,21.44,9.3,9.600000000000001,0.6767676767676768,0.5079365079365079
20,3.6,2.6,2.2,72.6,3.3,1,1,2,8,2,11.879999999999999,20.8,28.8,0.47826086956521735,0.5806451612903226
18,5.2,3.2,2.0,70.0,6.9,1,2,0,1,2,35.88,3.2,5.2,0.5702479338842975,0.6190476190476191
22,2.1,0.0,0.7,77.5,6.1,2,0,1,5,1,12.81,0.0,10.5,0.7439024390243902,1.0
23,3.9,2.1,1.6,78.4,6.4,2,3,2,1,2,24.96,2.1,3.9,0.6213592233009708,0.65
22,5.0,2.8,0.0,92.5,6.1,1,3,0,7,3,30.5,19.599999999999998,35.0,0.5495495495495495,0.6410256410256411
19,4.3,1.1,2.0,78.9,7.5,2,4,1,5,2,32.25,5.5,21.5,0.635593220338983,0.7962962962962962
20,3.8,3.0,3.4,76.4,7.8,1,1,1,2,2,29.639999999999997,6.0,7.6,0.6724137931034483,0.5588235294117647
21,5.0,2.3,0.2,78.9,6.8,0,6,2,1,2,34.0,2.3,5.0,0.5762711864406779,0.684931506849315
17,0.0,4.6,1.2,96.2,6.1,0,6,1,7,1,0.0,32.199999999999996,0.0,1.0,0.0
24,4.5,4.4,2.2,85.1,6.5,1,4,2,1,2,29.25,4.4,4.5,0.5909090909090909,0.5056179775280899
21,2.5,1.9,3.2,83.2,6.5,1,5,1,3,2,16.25,5.699999999999999,7.5,0.7222222222222222,0.5681818181818181
20,0.8,2.3,1.3,83.9,5.5,0,3,2,6,0,4.4,13.799999999999999,4.800000000000001,0.873015873015873,0.2580645161290323
20,4.3,2.4,1.0,97.9,7.2,2,3,1,6,3,30.96,14.399999999999999,25.799999999999997,0.6260869565217392,0.6417910447761195
20,5.6,2.0,0.0,77.5,7.1,1,4,1,7,3,39.76,14.0,39.199999999999996,0.5590551181102362,0.7368421052631579
21,3.3,2.7,1.9,98.2,8.3,1,3,0,1,2,27.39,2.7,3.3,0.7155172413793103,0.5499999999999999
23,4.9,1.6,4.0,87.1,8.0,1,5,0,7,3,39.2,11.200000000000001,34.300000000000004,0.6201550387596899,0.7538461538461539
20,5.9,1.1,2.1,83.4,5.7,0,2,1,2,3,33.63,2.2,11.8,0.49137931034482757,0.8428571428571429
22,5.5,3.2,1.8,100.0,7.5,1,0,0,6,2,41.25,19.200000000000003,33.0,0.5769230769230769,0.632183908045977
21,6.0,3.3,2.2,74.4,5.4,1,0,1,8,3,32.400000000000006,26.4,48.0,0.4736842105263158,0.6451612903225806
24,4.6,1.5,1.8,81.5,7.3,1,0,2,5,3,33.58,7.5,23.0,0.6134453781512605,0.7540983606557377
20,3.6,3.6,0.9,72.7,5.9,0,2,1,10,2,21.240000000000002,36.0,36.0,0.6210526315789474,0.5
22,1.1,1.7,2.7,94.5,5.3,1,3,1,3,0,5.83,5.1,3.3000000000000003,0.8281249999999999,0.3928571428571429
23,3.1,2.8,2.0,100.0,6.8,0,4,2,8,2,21.08,22.4,24.8,0.6868686868686869,0.5254237288135593
19,2.2,3.5,1.8,100.0,3.3,2,6,2,8,2,7.26,28.0,17.6,0.6,0.3859649122807018
23,6.8,2.5,0.7,97.2,4.4,2,1,0,4,3,29.92,10.0,27.2,0.3928571428571429,0.7311827956989246
24,3.2,3.0,3.2,83.0,6.3,0,3,1,8,1,20.16,24.0,25.6,0.6631578947368421,0.5161290322580645
20,3.7,1.9,2.5,81.3,6.6,1,2,2,5,2,24.419999999999998,9.5,18.5,0.6407766990291262,0.6607142857142858
24,4.3,2.3,1.2,68.3,6.1,0,5,0,5,2,26.229999999999997,11.5,21.5,0.5865384615384616,0.6515151515151515
21,3.6,2.3,2.9,100.0,4.6,1,2,2,3,2,16.56,6.8999999999999995,10.8,0.5609756097560976,0.6101694915254237
18,6.0,1.6,1.3,89.7,5.5,1,6,0,7,3,33.0,11.200000000000001,42.0,0.4782608695652174,0.7894736842105263
20,2.6,2.3,0.9,80.1,7.0,1,0,2,9,2,18.2,20.7,23.400000000000002,0.7291666666666667,0.5306122448979592
18,3.8,0.6,1.0,98.3,7.2,1,3,1,9,3,27.36,5.3999999999999995,34.199999999999996,0.6545454545454545,0.8636363636363636
22,2.4,1.9,0.0,75.3,6.5,2,6,2,1,1,15.6,1.9,2.4,0.7303370786516854,0.5581395348837209
19,1.5,2.2,2.3,89.1,7.9,1,0,1,1,1,11.850000000000001,2.2,1.5,0.8404255319148937,0.4054054054054054
17,2.6,2.2,0.0,83.3,7.0,1,1,2,10,2,18.2,22.0,26.0,0.7291666666666667,0.5416666666666666
24,3.4,2.2,0.4,91.4,5.6,1,5,0,5,2,19.04,11.0,17.0,0.6222222222222222,0.6071428571428572
23,2.9,2.4,0.0,84.4,6.2,2,0,1,1,2,17.98,2.4,2.9,0.6813186813186813,0.5471698113207547
19,2.5,3.1,1.7,70.5,4.8,2,1,2,4,1,12.0,12.4,10.0,0.6575342465753424,0.44642857142857145
20,1.4,3.5,1.6,85.8,6.4,1,2,1,1,0,8.959999999999999,3.5,1.4,0.8205128205128205,0.2857142857142857
18,3.4,1.7,1.4,95.5,7.8,2,0,2,2,2,26.52,3.4,6.8,0.6964285714285715,0.6666666666666667
23,1.2,1.1,0.7,84.7,7.3,1,0,1,2,0,8.76,2.2,2.4,0.8588235294117647,0.5217391304347826
18,4.6,1.2,0.5,92.8,8.2,2,4,2,4,3,37.71999999999999,4.8,18.4,0.640625,0.793103448275862
21,3.6,1.9,2.3,74.5,6.1,2,5,1,8,3,21.96,15.2,28.8,0.6288659793814433,0.6545454545454545
18,1.3,2.1,1.2,84.7,8.1,0,5,2,2,1,10.53,4.2,2.6,0.8617021276595744,0.38235294117647056
21,3.0,1.6,2.1,78.8,6.3,2,6,2,9,2,18.9,14.4,27.0,0.6774193548387096,0.6521739130434783
22,2.4,0.9,0.8,92.5,8.3,1,2,1,9,2,19.92,8.1,21.599999999999998,0.7757009345794392,0.7272727272727273
23,4.0,2.0,2.0,85.3,6.5,1,4,2,2,2,26.0,4.0,8.0,0.6190476190476191,0.6666666666666666
23,5.5,2.7,3.2,91.9,7.3,1,6,2,1,3,40.15,2.7,5.5,0.5703125,0.6707317073170732
17,0.7,3.2,2.4,95.9,8.3,2,1,1,10,1,5.8100000000000005,32.0,7.0,0.9222222222222223,0.17948717948717946
20,3.7,1.8,1.3,91.9,6.3,1,6,2,10,3,23.31,18.0,37.0,0.63,0.6727272727272727
21,3.3,2.0,2.1,87.7,6.8,0,1,0,9,2,22.439999999999998,18.0,29.7,0.6732673267326733,0.6226415094339622
17,4.5,1.4,1.5,75.0,8.0,2,2,2,2,3,36.0,2.8,9.0,0.64,0.7627118644067796
18,3.8,2.5,1.8,85.0,6.3,0,5,1,8,2,23.939999999999998,20.0,30.4,0.6237623762376238,0.6031746031746031
18,2.4,1.5,1.4,79.7,4.9,0,1,0,3,1,11.76,4.5,7.199999999999999,0.6712328767123288,0.6153846153846154
17,3.0,3.2,1.6,81.6,9.1,1,2,1,1,1,27.299999999999997,3.2,3.0,0.7520661157024793,0.48387096774193544
23,2.3,0.4,2.0,81.3,5.9,1,6,2,1,2,13.57,0.4,2.3,0.7195121951219513,0.8518518518518519
18,5.1,2.1,0.7,75.2,6.7,1,1,2,10,3,34.17,21.0,51.0,0.5677966101694915,0.7083333333333334
24,3.5,2.9,0.7,65.4,7.9,0,3,2,2,2,27.650000000000002,5.8,7.0,0.6929824561403509,0.546875
22,6.4,2.7,0.3,78.3,5.8,2,0,1,7,3,37.12,18.900000000000002,44.800000000000004,0.4754098360655738,0.7032967032967032
22,3.4,5.7,0.0,86.9,5.3,2,6,0,6,2,18.02,34.2,20.4,0.6091954022988506,0.37362637362637363
24,2.4,2.9,0.5,71.5,6.8,1,5,2,2,1,16.32,5.8,4.8,0.7391304347826088,0.4528301886792453
17,1.2,1.3,2.0,85.2,4.3,1,6,2,4,1,5.159999999999999,5.2,4.8,0.7818181818181817,0.48
24,0.8,2.4,0.8,100.0,6.2,1,3,1,2,0,4.960000000000001,4.8,1.6,0.8857142857142858,0.25
21,1.1,0.4,2.4,95.2,6.8,2,2,1,1,1,7.48,0.4,1.1,0.860759493670886,0.7333333333333334
21,3.9,2.4,1.8,100.0,6.2,0,2,1,3,2,24.18,7.199999999999999,11.7,0.6138613861386139,0.6190476190476191
17,4.3,1.5,0.0,88.9,4.6,0,6,1,4,3,19.779999999999998,6.0,17.2,0.5168539325842697,0.7413793103448276
24,1.1,3.6,2.5,96.7,8.4,2,3,2,10,1,9.240000000000002,36.0,11.0,0.8842105263157896,0.23404255319148937
